"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Sub-task","612","609","","Profile and index the slow queries","Subtask of: Run performance and load testing

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","613","609","","Run the load test and document the capacity ceiling","Subtask of: Run performance and load testing

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","614","609","","Add Core Web Vitals monitoring to the frontend","Subtask of: Run performance and load testing

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Story","615","575","","Run user acceptance testing against the MVP criteria","Walk the sixteen acceptance criteria with real users and record the result of each one.

*Acceptance criteria*
* Each of the sixteen MVP acceptance criteria has a written test script and a recorded result.
* UAT is run with participants covering all three languages.
* Defects found are logged, triaged and linked to the criterion they failed.
* Sign-off records which criteria passed, which were waived and why.

*Subtasks*
* Write the UAT script for each acceptance criterion
* Recruit participants across the three languages
* Run the UAT sessions and record results
* Triage and track the defects found
* Produce the sign-off record

_BRD reference: AC-01 to AC-16_","Medium","Platform","5","epic-qa","cross-cutting","testing","phase-5",""
"Sub-task","616","615","","Write the UAT script for each acceptance criterion","Subtask of: Run user acceptance testing against the MVP criteria

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","617","615","","Recruit participants across the three languages","Subtask of: Run user acceptance testing against the MVP criteria

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","618","615","","Run the UAT sessions and record results","Subtask of: Run user acceptance testing against the MVP criteria

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","619","615","","Triage and track the defects found","Subtask of: Run user acceptance testing against the MVP criteria

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","620","615","","Produce the sign-off record","Subtask of: Run user acceptance testing against the MVP criteria

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Epic","621","","Observability, DevOps & Production Pilot","Observability, DevOps & Production Pilot","Everything needed to run this in front of real businesses: monitoring that tells you what broke, runbooks for when it does, and the commercial and legal decisions the pilot cannot start without.

*Phase:* Phase 5 - Production Pilot
*Stories in this epic:* 9","High","Platform","","epic-ops","phase-5-pilot","","",""
"Story","622","621","","Integrate Sentry and structured logging","Errors reach a dashboard with enough context to diagnose them and nothing that should not be there.

*Acceptance criteria*
* Sentry captures frontend and backend errors in every deployed environment.
* A deliberately triggered test error is captured and visible.
* Logs are structured, carry a correlation ID and contain no secrets.
* Error volume and new-issue rate are alerted on.

*Subtasks*
* Integrate Sentry in the web app and the API
* Configure release tagging and source maps
* Implement structured logging with correlation IDs
* Verify the controlled test-error capture
* Configure error rate alerting

_BRD reference: AC-15, BRD S25_","Highest","Platform","3","epic-ops","phase-5-pilot","observability","",""
"Sub-task","623","622","","Integrate Sentry in the web app and the API","Subtask of: Integrate Sentry and structured logging

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","624","622","","Configure release tagging and source maps","Subtask of: Integrate Sentry and structured logging

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","625","622","","Implement structured logging with correlation IDs","Subtask of: Integrate Sentry and structured logging

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","626","622","","Verify the controlled test-error capture","Subtask of: Integrate Sentry and structured logging

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","627","622","","Configure error rate alerting","Subtask of: Integrate Sentry and structured logging

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Story","628","621","","Build application and business metrics dashboards","Separate views for is it up and is it working, because those are different questions.

*Acceptance criteria*
* Infrastructure and application health metrics are dashboarded with alert thresholds.
* Business metrics - bookings, plan generations, conversion - are dashboarded separately.
* External provider latency and error rates are tracked per provider.
* AI provider cost per day and per plan is tracked against budget.

*Subtasks*
* Instrument the API with request, latency and error metrics
* Build the infrastructure health dashboard with alerts
* Build the business metrics dashboard
* Track external provider latency, errors and cost
* Set up the on-call alert routing

_BRD reference: BRD S19, S25_","High","Platform","5","epic-ops","phase-5-pilot","observability","",""
"Sub-task","629","628","","Instrument the API with request, latency and error metrics","Subtask of: Build application and business metrics dashboards

_Epic: Observability, DevOps & Production Pilot_","High","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","630","628","","Build the infrastructure health dashboard with alerts","Subtask of: Build application and business metrics dashboards

_Epic: Observability, DevOps & Production Pilot_","High","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","631","628","","Build the business metrics dashboard","Subtask of: Build application and business metrics dashboards

_Epic: Observability, DevOps & Production Pilot_","High","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","632","628","","Track external provider latency, errors and cost","Subtask of: Build application and business metrics dashboards

_Epic: Observability, DevOps & Production Pilot_","High","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","633","628","","Set up the on-call alert routing","Subtask of: Build application and business metrics dashboards

_Epic: Observability, DevOps & Production Pilot_","High","Platform","","epic-ops","phase-5-pilot","","",""
"Story","634","621","","Implement backup, restore and disaster recovery","A backup that has never been restored is not a backup.

*Acceptance criteria*
* Automated database backups run on a documented schedule with a stated retention.
* Point-in-time recovery is available and its window is documented.
* A restore drill is performed and the time to recover is recorded.
* RPO and RTO targets are agreed and documented.

*Subtasks*
* Configure automated backups and retention
* Enable and verify point-in-time recovery
* Run a full restore drill into a scratch environment
* Document RPO, RTO and the restore runbook

_BRD reference: BRD S25_","Highest","Platform","5","epic-ops","phase-5-pilot","devops","data",""
"Sub-task","635","634","","Configure automated backups and retention","Subtask of: Implement backup, restore and disaster recovery

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
"Sub-task","636","634","","Enable and verify point-in-time recovery","Subtask of: Implement backup, restore and disaster recovery

_Epic: Observability, DevOps & Production Pilot_","Highest","Platform","","epic-ops","phase-5-pilot","","",""
